artist_name,track_name,release_date,genre,lyrics,topic
the andrews sisters,winter wonderland,1951,jazz,sleigh bell ring listen snow glisten beautiful sight tonight walk winter wonderland go away bluebird stay sing song walk winter wonderland meadow build snowman pretend parson marry later conspire dream face unafraid plan walk winter wonderland meadow build snowman pretend circus clown lot mister snowman kid knock snow thrill nose get chill frolic play eskimo walk winter wonderland walk winter wonderland walk winter wonderland,music
dizzy gillespie,school days,1951,jazz,hook wish wish days younger dont know summmer everybody lookin wrong game think turn game illest fuckin ghost demons fight close clean look write shit game messy dont text beat swing young dizzy gillespie write best hat rest high school wouldn dont know like thing contemplate dream young givin thats rhyme young blowin damn time sittin thinkin choices makin everybody swag high expectations self esstem couple match shirt walk city streets beat kickin dirt positive mind place change live inside hook wish wish days younger dont know summmer everybody lookin wrong rapper game gotta talk niro pay fuckin hero tell skinny look mirror talk real shit munchin cereal forth time ryhmes young schizophrenic shit forget couple bitch dont text stick friend zone blame dead zone twist like illiterate rappers shit bump sittin traffic modern flesh steady bottlin stress bass hit chest fall kill bullshit remember bullshit stutter track tell girl grab rubber summer hook wish wish days younger dont know summmer everybody lookin wrong,obscene
dean martin,i'll always love you (day after day),1951,jazz,dear nearness treasure dear kiss wine wonder heart madly madly beat beat repeat wonder heart madly madly beat beat repeat,sadness
duke ellington,solitude,1951,jazz,solitude haunt reveries days go solitude taunt memories chair fill despair gloom rywhere stare know soon solitude pray dear lord send alternative lyric solitude haunt reveries days go solitude taunt memories chair fill despair gloom rywhere stare know soon solitude pray dear lord send,music
dean martin,i'm in love with you,1951,jazz,maybe right maybe wrong maybe weak maybe strong maybe maybe lose maybe cry blue know glance terrible chance take fine start leave heart break maybe live life regret maybe know glance terrible terrible chance take fine start leave heart break maybe live life regret maybe,sadness
dean martin,rock-a-bye your baby with a dixie melody,1951,jazz,baby croon croon tune heart hang cradle mammy right masoned dixen line swing tennessee weep lady sing song sing black knees million baby kiss deliver play swanee river baby weep lady sing song sing black knees million baby kiss deliver play swanee river baby,music
doris day,love ya,1951,jazz,somebody somebody somebody somebody handsome face feet tall picture wall baby kiss wouldn mind somebody somebody somebody somebody know act oughta know wouldn dream hurtin pass cause know somebody somebody somebody somebody strong wouldja like feel muscle brdoris bold brbuddy lose tussle brdoris moment away brbuddy tcha brdoris want today brbuddy brdoris brbuddy happen brdoris possibility brbuddy tcha tell brdoris somebody brbuddy tell true brdoris brbuddy brdoris somebody brbuddy brdoris brbuddy maybe brdoris somebody brbuddy brboth somebody brbuddy confess brdoris tcha guess brboth tell tell brdoris promise breathe word brbuddy absurd brdoris strictly entrenous brbuddy brdoris brbuddy confidentially brdoris brboth confidentially brdoris somebody brbuddy news brdoris somebody brbuddy feel brdoris somebody brbuddy true brboth somebody,feelings
doris day,till we meet again,1951,jazz,smile kiss adieu cloud roll come sky blue lover dearie wed bell ring tear memory pray night till meet goodbye mean birth tear drop hello mean birth smile smile erase tear blight meet awhile smile kiss adieu cloud roll come sky blue lover dearie wed bell ring tear memory pray night till meet,romantic
ahmad jamal,something to remember you by,1951,jazz,split flow scorch likelike thousand fist lord guanyin raise thousand arm watch thousands multiply preacher preach ask hear say right bump plenty time try gamble life play odds shit favor rude bwoy jamaica shotta haters dummy act little funny menace mamma look little humble little cunning little soup pumpkin wanna wanna appreciation rraising key push start push button work play like wasn maybe ways archaic sith republic better republican delegate state like finish start beginnings start forward play like arsenal soul shit deadly know behead like pole foresee similar genius flow ahead different echelon different pedigree tell remember,obscene
benny carter,but not for me,1951,jazz,know know ease drug want daughter want album wait fake rappers try bite style cause hungry hell fee rappers fee beat verse hook world shake prime go best rapper alive start wheezy baby change time game real show rappers record label struggle knock hustle take label disrespect simmons money like givens check blueprint come live hard knock life reasonable doubt ride outcome volume life black album cause year stiff hearst cause good young gift curse little things throw dynasty kingdom come respect gonna hova know minute number play music party people hear music reach damn tell friends flow friend friend friend label dope say spit sick rhyme cold need probably strep throat know listen time speak cause jewel gleam speak true mean know drink lean smoke joint blaze anticipate destroy game pump steroids proud represent brigade yeah forget tell bring pardon little hazy catch moment little crazy vision blur little clearer rap mirror say great say take time ask cause long await finally take place instead kelkay,obscene
